subject_id,session_id,run_id,suffix,dir,acq,scan,QU_motion,QU_motion_source
sub-125128,ses-V03,1,epi,AP,,sub-125128/ses-V03/fmap/sub-125128_ses-V03_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-125128,ses-V03,2,epi,AP,,sub-125128/ses-V03/fmap/sub-125128_ses-V03_dir-AP_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-125128,ses-V03,1,epi,PA,,sub-125128/ses-V03/fmap/sub-125128_ses-V03_dir-PA_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-125128,ses-V03,2,epi,PA,,sub-125128/ses-V03/fmap/sub-125128_ses-V03_dir-PA_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-126067,ses-V02,1,epi,AP,,sub-126067/ses-V02/fmap/sub-126067_ses-V02_dir-AP_run-1_epi.nii.gz,4.0,SYNTHETIC
sub-126067,ses-V02,2,epi,AP,,sub-126067/ses-V02/fmap/sub-126067_ses-V02_dir-AP_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-126067,ses-V02,1,epi,PA,,sub-126067/ses-V02/fmap/sub-126067_ses-V02_dir-PA_run-1_epi.nii.gz,4.0,SYNTHETIC
sub-126067,ses-V02,2,epi,PA,,sub-126067/ses-V02/fmap/sub-126067_ses-V02_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-127757,ses-V03,1,epi,AP,,sub-127757/ses-V03/fmap/sub-127757_ses-V03_dir-AP_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-127757,ses-V03,2,epi,AP,,sub-127757/ses-V03/fmap/sub-127757_ses-V03_dir-AP_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-127757,ses-V03,1,epi,PA,,sub-127757/ses-V03/fmap/sub-127757_ses-V03_dir-PA_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-127757,ses-V03,2,epi,PA,,sub-127757/ses-V03/fmap/sub-127757_ses-V03_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-135086,ses-V04,1,epi,AP,,sub-135086/ses-V04/fmap/sub-135086_ses-V04_dir-AP_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-135086,ses-V04,1,epi,PA,,sub-135086/ses-V04/fmap/sub-135086_ses-V04_dir-PA_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-140409,ses-V02,1,epi,AP,,sub-140409/ses-V02/fmap/sub-140409_ses-V02_dir-AP_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-140409,ses-V02,2,epi,AP,,sub-140409/ses-V02/fmap/sub-140409_ses-V02_dir-AP_run-2_epi.nii.gz,4.0,SYNTHETIC
sub-140409,ses-V02,1,epi,PA,,sub-140409/ses-V02/fmap/sub-140409_ses-V02_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-140409,ses-V02,2,epi,PA,,sub-140409/ses-V02/fmap/sub-140409_ses-V02_dir-PA_run-2_epi.nii.gz,4.0,SYNTHETIC
sub-145659,ses-V03,1,epi,AP,,sub-145659/ses-V03/fmap/sub-145659_ses-V03_dir-AP_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-145659,ses-V03,2,epi,AP,,sub-145659/ses-V03/fmap/sub-145659_ses-V03_dir-AP_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-145659,ses-V03,1,epi,PA,,sub-145659/ses-V03/fmap/sub-145659_ses-V03_dir-PA_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-145659,ses-V03,2,epi,PA,,sub-145659/ses-V03/fmap/sub-145659_ses-V03_dir-PA_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-149450,ses-V03,1,epi,AP,,sub-149450/ses-V03/fmap/sub-149450_ses-V03_dir-AP_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-149450,ses-V03,2,epi,AP,,sub-149450/ses-V03/fmap/sub-149450_ses-V03_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-149450,ses-V03,1,epi,PA,,sub-149450/ses-V03/fmap/sub-149450_ses-V03_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-149450,ses-V03,2,epi,PA,,sub-149450/ses-V03/fmap/sub-149450_ses-V03_dir-PA_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-150975,ses-V02,1,epi,AP,,sub-150975/ses-V02/fmap/sub-150975_ses-V02_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-150975,ses-V02,2,epi,AP,,sub-150975/ses-V02/fmap/sub-150975_ses-V02_dir-AP_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-150975,ses-V02,1,epi,PA,,sub-150975/ses-V02/fmap/sub-150975_ses-V02_dir-PA_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-150975,ses-V02,2,epi,PA,,sub-150975/ses-V02/fmap/sub-150975_ses-V02_dir-PA_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-151084,ses-V02,1,epi,AP,,sub-151084/ses-V02/fmap/sub-151084_ses-V02_dir-AP_run-1_epi.nii.gz,4.0,SYNTHETIC
sub-151084,ses-V02,2,epi,AP,,sub-151084/ses-V02/fmap/sub-151084_ses-V02_dir-AP_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-151084,ses-V02,1,epi,PA,,sub-151084/ses-V02/fmap/sub-151084_ses-V02_dir-PA_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-151084,ses-V02,2,epi,PA,,sub-151084/ses-V02/fmap/sub-151084_ses-V02_dir-PA_run-2_epi.nii.gz,4.0,SYNTHETIC
sub-151084,ses-V03,1,epi,AP,,sub-151084/ses-V03/fmap/sub-151084_ses-V03_dir-AP_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-151084,ses-V03,2,epi,AP,,sub-151084/ses-V03/fmap/sub-151084_ses-V03_dir-AP_run-2_epi.nii.gz,2.0,SYNTHETIC
sub-151084,ses-V03,3,epi,AP,,sub-151084/ses-V03/fmap/sub-151084_ses-V03_dir-AP_run-3_epi.nii.gz,4.0,SYNTHETIC
sub-151084,ses-V03,1,epi,PA,,sub-151084/ses-V03/fmap/sub-151084_ses-V03_dir-PA_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-151084,ses-V03,2,epi,PA,,sub-151084/ses-V03/fmap/sub-151084_ses-V03_dir-PA_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-151084,ses-V03,3,epi,PA,,sub-151084/ses-V03/fmap/sub-151084_ses-V03_dir-PA_run-3_epi.nii.gz,2.5,SYNTHETIC
sub-151862,ses-V02,1,epi,AP,,sub-151862/ses-V02/fmap/sub-151862_ses-V02_dir-AP_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-151862,ses-V02,2,epi,AP,,sub-151862/ses-V02/fmap/sub-151862_ses-V02_dir-AP_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-151862,ses-V02,1,epi,PA,,sub-151862/ses-V02/fmap/sub-151862_ses-V02_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-151862,ses-V02,2,epi,PA,,sub-151862/ses-V02/fmap/sub-151862_ses-V02_dir-PA_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-151862,ses-V02,3,epi,PA,,sub-151862/ses-V02/fmap/sub-151862_ses-V02_dir-PA_run-3_epi.nii.gz,3.0,SYNTHETIC
sub-154099,ses-V04,1,epi,AP,,sub-154099/ses-V04/fmap/sub-154099_ses-V04_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-154099,ses-V04,2,epi,AP,,sub-154099/ses-V04/fmap/sub-154099_ses-V04_dir-AP_run-2_epi.nii.gz,2.0,SYNTHETIC
sub-154099,ses-V04,1,epi,PA,,sub-154099/ses-V04/fmap/sub-154099_ses-V04_dir-PA_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-154099,ses-V04,2,epi,PA,,sub-154099/ses-V04/fmap/sub-154099_ses-V04_dir-PA_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-156873,ses-V04,1,epi,AP,,sub-156873/ses-V04/fmap/sub-156873_ses-V04_dir-AP_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-156873,ses-V04,1,epi,PA,,sub-156873/ses-V04/fmap/sub-156873_ses-V04_dir-PA_run-1_epi.nii.gz,4.0,SYNTHETIC
sub-157663,ses-V02,1,epi,AP,,sub-157663/ses-V02/fmap/sub-157663_ses-V02_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-157663,ses-V02,2,epi,AP,,sub-157663/ses-V02/fmap/sub-157663_ses-V02_dir-AP_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-157663,ses-V02,1,epi,PA,,sub-157663/ses-V02/fmap/sub-157663_ses-V02_dir-PA_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-157663,ses-V02,2,epi,PA,,sub-157663/ses-V02/fmap/sub-157663_ses-V02_dir-PA_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-157670,ses-V03,1,epi,AP,,sub-157670/ses-V03/fmap/sub-157670_ses-V03_dir-AP_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-157670,ses-V03,2,epi,AP,,sub-157670/ses-V03/fmap/sub-157670_ses-V03_dir-AP_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-157670,ses-V03,3,epi,AP,,sub-157670/ses-V03/fmap/sub-157670_ses-V03_dir-AP_run-3_epi.nii.gz,2.0,SYNTHETIC
sub-157670,ses-V03,1,epi,PA,,sub-157670/ses-V03/fmap/sub-157670_ses-V03_dir-PA_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-157670,ses-V03,2,epi,PA,,sub-157670/ses-V03/fmap/sub-157670_ses-V03_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-157670,ses-V03,3,epi,PA,,sub-157670/ses-V03/fmap/sub-157670_ses-V03_dir-PA_run-3_epi.nii.gz,2.5,SYNTHETIC
sub-165964,ses-V03,1,epi,AP,,sub-165964/ses-V03/fmap/sub-165964_ses-V03_dir-AP_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-165964,ses-V03,2,epi,AP,,sub-165964/ses-V03/fmap/sub-165964_ses-V03_dir-AP_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-165964,ses-V03,1,epi,PA,,sub-165964/ses-V03/fmap/sub-165964_ses-V03_dir-PA_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-165964,ses-V03,2,epi,PA,,sub-165964/ses-V03/fmap/sub-165964_ses-V03_dir-PA_run-2_epi.nii.gz,4.0,SYNTHETIC
sub-167328,ses-V02,1,epi,AP,,sub-167328/ses-V02/fmap/sub-167328_ses-V02_dir-AP_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-167328,ses-V02,2,epi,AP,,sub-167328/ses-V02/fmap/sub-167328_ses-V02_dir-AP_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-167328,ses-V02,1,epi,PA,,sub-167328/ses-V02/fmap/sub-167328_ses-V02_dir-PA_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-167328,ses-V02,2,epi,PA,,sub-167328/ses-V02/fmap/sub-167328_ses-V02_dir-PA_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-179995,ses-V04,1,epi,AP,,sub-179995/ses-V04/fmap/sub-179995_ses-V04_dir-AP_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-179995,ses-V04,2,epi,AP,,sub-179995/ses-V04/fmap/sub-179995_ses-V04_dir-AP_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-179995,ses-V04,1,epi,PA,,sub-179995/ses-V04/fmap/sub-179995_ses-V04_dir-PA_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-179995,ses-V04,2,epi,PA,,sub-179995/ses-V04/fmap/sub-179995_ses-V04_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-181048,ses-V02,1,epi,AP,,sub-181048/ses-V02/fmap/sub-181048_ses-V02_dir-AP_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-181048,ses-V02,2,epi,AP,,sub-181048/ses-V02/fmap/sub-181048_ses-V02_dir-AP_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-181048,ses-V02,1,epi,PA,,sub-181048/ses-V02/fmap/sub-181048_ses-V02_dir-PA_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-181048,ses-V02,2,epi,PA,,sub-181048/ses-V02/fmap/sub-181048_ses-V02_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-181584,ses-V04,1,epi,AP,,sub-181584/ses-V04/fmap/sub-181584_ses-V04_dir-AP_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-181584,ses-V04,2,epi,AP,,sub-181584/ses-V04/fmap/sub-181584_ses-V04_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-181584,ses-V04,1,epi,PA,,sub-181584/ses-V04/fmap/sub-181584_ses-V04_dir-PA_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-181584,ses-V04,2,epi,PA,,sub-181584/ses-V04/fmap/sub-181584_ses-V04_dir-PA_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-184697,ses-V04,1,epi,AP,,sub-184697/ses-V04/fmap/sub-184697_ses-V04_dir-AP_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-184697,ses-V04,2,epi,AP,,sub-184697/ses-V04/fmap/sub-184697_ses-V04_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-184697,ses-V04,1,epi,PA,,sub-184697/ses-V04/fmap/sub-184697_ses-V04_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-184697,ses-V04,2,epi,PA,,sub-184697/ses-V04/fmap/sub-184697_ses-V04_dir-PA_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-187099,ses-V04,1,epi,AP,,sub-187099/ses-V04/fmap/sub-187099_ses-V04_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-187099,ses-V04,2,epi,AP,,sub-187099/ses-V04/fmap/sub-187099_ses-V04_dir-AP_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-187099,ses-V04,1,epi,PA,,sub-187099/ses-V04/fmap/sub-187099_ses-V04_dir-PA_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-187099,ses-V04,2,epi,PA,,sub-187099/ses-V04/fmap/sub-187099_ses-V04_dir-PA_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-202422,ses-V02,1,epi,AP,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-AP_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-202422,ses-V02,2,epi,AP,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-202422,ses-V02,3,epi,AP,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-AP_run-3_epi.nii.gz,3.0,SYNTHETIC
sub-202422,ses-V02,4,epi,AP,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-AP_run-4_epi.nii.gz,3.0,SYNTHETIC
sub-202422,ses-V02,1,epi,PA,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-202422,ses-V02,2,epi,PA,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-202422,ses-V02,3,epi,PA,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-PA_run-3_epi.nii.gz,2.5,SYNTHETIC
sub-202422,ses-V02,4,epi,PA,,sub-202422/ses-V02/fmap/sub-202422_ses-V02_dir-PA_run-4_epi.nii.gz,1.0,SYNTHETIC
sub-203951,ses-V02,1,epi,AP,,sub-203951/ses-V02/fmap/sub-203951_ses-V02_dir-AP_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-203951,ses-V02,2,epi,AP,,sub-203951/ses-V02/fmap/sub-203951_ses-V02_dir-AP_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-203951,ses-V02,3,epi,AP,,sub-203951/ses-V02/fmap/sub-203951_ses-V02_dir-AP_run-3_epi.nii.gz,3.0,SYNTHETIC
sub-203951,ses-V02,1,epi,PA,,sub-203951/ses-V02/fmap/sub-203951_ses-V02_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-203951,ses-V02,2,epi,PA,,sub-203951/ses-V02/fmap/sub-203951_ses-V02_dir-PA_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-203951,ses-V02,3,epi,PA,,sub-203951/ses-V02/fmap/sub-203951_ses-V02_dir-PA_run-3_epi.nii.gz,1.0,SYNTHETIC
sub-203951,ses-V03,1,epi,AP,,sub-203951/ses-V03/fmap/sub-203951_ses-V03_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-203951,ses-V03,2,epi,AP,,sub-203951/ses-V03/fmap/sub-203951_ses-V03_dir-AP_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-203951,ses-V03,1,epi,PA,,sub-203951/ses-V03/fmap/sub-203951_ses-V03_dir-PA_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-203951,ses-V03,2,epi,PA,,sub-203951/ses-V03/fmap/sub-203951_ses-V03_dir-PA_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-204294,ses-V03,1,epi,AP,,sub-204294/ses-V03/fmap/sub-204294_ses-V03_dir-AP_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-204294,ses-V03,2,epi,AP,,sub-204294/ses-V03/fmap/sub-204294_ses-V03_dir-AP_run-2_epi.nii.gz,2.0,SYNTHETIC
sub-204294,ses-V03,1,epi,PA,,sub-204294/ses-V03/fmap/sub-204294_ses-V03_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-204294,ses-V03,2,epi,PA,,sub-204294/ses-V03/fmap/sub-204294_ses-V03_dir-PA_run-2_epi.nii.gz,4.0,SYNTHETIC
sub-206243,ses-V02,1,epi,AP,,sub-206243/ses-V02/fmap/sub-206243_ses-V02_dir-AP_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-206243,ses-V02,2,epi,AP,,sub-206243/ses-V02/fmap/sub-206243_ses-V02_dir-AP_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-206243,ses-V02,1,epi,PA,,sub-206243/ses-V02/fmap/sub-206243_ses-V02_dir-PA_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-206243,ses-V02,2,epi,PA,,sub-206243/ses-V02/fmap/sub-206243_ses-V02_dir-PA_run-2_epi.nii.gz,4.0,SYNTHETIC
sub-210317,ses-V03,1,epi,AP,,sub-210317/ses-V03/fmap/sub-210317_ses-V03_dir-AP_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-210317,ses-V03,2,epi,AP,,sub-210317/ses-V03/fmap/sub-210317_ses-V03_dir-AP_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-210317,ses-V03,1,epi,PA,,sub-210317/ses-V03/fmap/sub-210317_ses-V03_dir-PA_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-210317,ses-V03,2,epi,PA,,sub-210317/ses-V03/fmap/sub-210317_ses-V03_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-219327,ses-V03,1,epi,AP,,sub-219327/ses-V03/fmap/sub-219327_ses-V03_dir-AP_run-1_epi.nii.gz,1.0,SYNTHETIC
sub-219327,ses-V03,2,epi,AP,,sub-219327/ses-V03/fmap/sub-219327_ses-V03_dir-AP_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-219327,ses-V03,1,epi,PA,,sub-219327/ses-V03/fmap/sub-219327_ses-V03_dir-PA_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-219327,ses-V03,2,epi,PA,,sub-219327/ses-V03/fmap/sub-219327_ses-V03_dir-PA_run-2_epi.nii.gz,4.0,SYNTHETIC
sub-221979,ses-V02,1,epi,AP,,sub-221979/ses-V02/fmap/sub-221979_ses-V02_dir-AP_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-221979,ses-V02,2,epi,AP,,sub-221979/ses-V02/fmap/sub-221979_ses-V02_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-221979,ses-V02,1,epi,PA,,sub-221979/ses-V02/fmap/sub-221979_ses-V02_dir-PA_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-221979,ses-V02,2,epi,PA,,sub-221979/ses-V02/fmap/sub-221979_ses-V02_dir-PA_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-222948,ses-V03,1,epi,AP,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-222948,ses-V03,2,epi,AP,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-222948,ses-V03,3,epi,AP,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-AP_run-3_epi.nii.gz,3.5,SYNTHETIC
sub-222948,ses-V03,4,epi,AP,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-AP_run-4_epi.nii.gz,4.0,SYNTHETIC
sub-222948,ses-V03,1,epi,PA,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-PA_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-222948,ses-V03,2,epi,PA,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-PA_run-2_epi.nii.gz,2.0,SYNTHETIC
sub-222948,ses-V03,3,epi,PA,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-PA_run-3_epi.nii.gz,2.0,SYNTHETIC
sub-222948,ses-V03,4,epi,PA,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-PA_run-4_epi.nii.gz,2.0,SYNTHETIC
sub-222948,ses-V03,5,epi,PA,,sub-222948/ses-V03/fmap/sub-222948_ses-V03_dir-PA_run-5_epi.nii.gz,3.5,SYNTHETIC
sub-222948,ses-V04,1,epi,AP,,sub-222948/ses-V04/fmap/sub-222948_ses-V04_dir-AP_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-222948,ses-V04,2,epi,AP,,sub-222948/ses-V04/fmap/sub-222948_ses-V04_dir-AP_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-222948,ses-V04,1,epi,PA,,sub-222948/ses-V04/fmap/sub-222948_ses-V04_dir-PA_run-1_epi.nii.gz,2.0,SYNTHETIC
sub-222948,ses-V04,2,epi,PA,,sub-222948/ses-V04/fmap/sub-222948_ses-V04_dir-PA_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-224653,ses-V02,1,epi,AP,,sub-224653/ses-V02/fmap/sub-224653_ses-V02_dir-AP_run-1_epi.nii.gz,1.0,SYNTHETIC
